0.25988483;0.49575046;0.6291399;0.44154128;0.51887846;0.5521479;0.48289046
0.2548499;0.48495367;0.48715308;0.6005147;0.41318306;0.60098886;0.47360718
0.19660062;0.3957835;0.5866869;0.5717572;0.4626429;0.5607264;0.46236622
0.12760448;0.4476259;0.5542219;0.38956448;0.39946303;0.3505851;0.3781775
0.19049083;0.54700303;0.6295098;0.5175592;0.39941728;0.4782456;0.46037093
0.41804874;0.32084936;0.45838633;0.461543;0.5239418;0.5894939;0.46204385
0.023039326;0.58992386;0.5362972;0.5118399;0.4507786;0.37536556;0.41454074
0.26781604;0.5065476;0.44644174;0.42383954;0.5049978;0.4571245;0.4344612
0.08251665;0.45902443;0.621557;0.48262465;0.59458286;0.3133165;0.42560372
0.2871632;0.45625645;0.5979077;0.5298554;0.56161916;0.65662986;0.5149053
0.31102404;0.50938684;0.4486816;0.41235298;0.35712913;0.41354698;0.4086869
0.14514706;0.46410242;0.5799719;0.5053684;0.45015976;0.57903165;0.45396355
0.2525631;0.6398731;0.46690577;0.48429447;0.44539833;0.45041004;0.4565741
0.19995828;0.5072168;0.4348845;0.6506847;0.5086991;0.6267759;0.48803654
0.15568677;0.5323252;0.42313647;0.503559;0.5297849;0.29090413;0.4058994
0.11008462;0.34639862;0.6370507;0.35251927;0.4702397;0.38947174;0.38429412
0;0.50558126;0.54355556;0.5189828;0.68286526;0.46190968;0.45214915
0.27930117;0.4464437;0.56406343;0.5459121;0.42441392;0.413194;0.4455547
0.29106262;0.602922;0.56083846;0.52118844;0.5198443;0.33477008;0.471771
0.10057446;0.574272;0.74891067;0.67273563;0.5201266;0.64101166;0.54293853
0.27641588;0.44803324;0.46405384;0.6717851;0.4415451;0.3672073;0.44484007
0;0.39739513;0.4241198;0.3546997;0.6200758;0.48439616;0.38011444
0.27016777;0.52295834;0.48567674;0.5081482;0.46628532;0.64351153;0.4827913
0.1895669;0.31141514;0.34676147;0.38010594;0.58405024;0.3952609;0.36786008
0.06313777;0.59166247;0.7186593;0.6287015;0.5545083;0.56035274;0.51950365
